MEMBER_NO,DATE,BRANCH_CODE,BRANCH_TYPE,AMOUNT,CURRENCY,TRAN_CODE,TRAN_DESC
1469112072,2020-11-19,107,STORE,4696.75,PHP,IN1003,TYPE3
5172181528,2020-01-27,669,STORE,8960.00,PHP,IN1003,TYPE3
9818705912,2020-01-03,872,STORE,3640.50,PHP,IN1003,TYPE3
8673945448,2020-04-02,MOB,MOBILE,7547.25,PHP,IN1001,TYPE1
8128210429,2020-04-06,462,STORE,8328.50,PHP,IN1002,TYPE2
0834114484,2020-11-24,MOB,MOBILE,8895.00,PHP,IN1004,TYPE4
1618160115,2020-10-31,420,STORE,8557.25,PHP,IN1005,TYPE5
5584860915,2020-08-17,137,STORE,2301.75,PHP,IN1003,TYPE3
2708146121,2020-07-26,570,STORE,7902.25,PHP,IN1001,TYPE1
0950276035,2020-07-24,239,STORE,7152.25,PHP,IN1005,TYPE5
6063493769,2020-03-12,MOB,MOBILE,6431.00,PHP,IN1003,TYPE3
6889389239,2020-12-29,MOB,MOBILE,5432.00,PHP,IN1001,TYPE1
2829629004,2020-07-15,755,STORE,7677.50,PHP,IN1002,TYPE2
5753991358,2020-11-12,MOB,MOBILE,2385.75,PHP,IN1004,TYPE4
8077400297,2020-08-19,087,STORE,7584.75,PHP,IN1002,TYPE2
8824922847,2020-10-14,610,STORE,3829.00,PHP,IN1002,TYPE2
9982180935,2020-12-27,135,STORE,6442.50,PHP,IN1005,TYPE5
4146774385,2020-03-19,258,STORE,7347.25,PHP,IN1001,TYPE1
7604724789,2020-02-27,748,STORE,6397.75,PHP,IN1003,TYPE3
5103872785,2020-10-27,955,STORE,3289.00,PHP,IN1004,TYPE4
1994095553,2020-03-22,MOB,MOBILE,6603.75,PHP,IN1002,TYPE2
9068332197,2020-07-21,MOB,MOBILE,8310.00,PHP,IN1003,TYPE3
3894495872,2020-02-18,448,STORE,591.00,PHP,IN1004,TYPE4
8132979021,2020-11-17,226,STORE,7461.75,PHP,IN1004,TYPE4
8635532940,2020-06-20,MOB,MOBILE,8866.50,PHP,IN1001,TYPE1
8112918100,2020-02-13,MOB,MOBILE,1911.25,PHP,IN1001,TYPE1
0069261159,2020-11-06,342,STORE,6643.75,PHP,IN1004,TYPE4
5055121150,2020-12-07,622,STORE,5594.50,PHP,IN1004,TYPE4
2280140680,2020-04-22,644,STORE,4440.00,PHP,IN1005,TYPE5
7721641176,2020-10-25,MOB,MOBILE,6201.00,PHP,IN1002,TYPE2
6292260185,2020-05-26,112,STORE,9976.50,PHP,IN1001,TYPE1
3732018345,2020-04-24,649,STORE,6523.00,PHP,IN1003,TYPE3
8637602992,2020-03-19,MOB,MOBILE,3613.00,PHP,IN1001,TYPE1
4818245488,2020-05-28,170,STORE,2536.50,PHP,IN1003,TYPE3
6071504048,2020-09-20,573,STORE,152.50,PHP,IN1005,TYPE5
2042822671,2020-01-13,986,STORE,9001.25,PHP,IN1005,TYPE5
9093347138,2020-09-15,213,STORE,7174.75,PHP,IN1001,TYPE1
0468633836,2020-11-03,MOB,MOBILE,6255.25,PHP,IN1001,TYPE1
1878244667,2020-04-05,565,STORE,8257.25,PHP,IN1003,TYPE3
9532467958,2020-05-16,523,STORE,6684.25,PHP,IN1004,TYPE4
5673081055,2020-09-04,MOB,MOBILE,5315.00,PHP,IN1004,TYPE4
6360084205,2020-11-28,MOB,MOBILE,73.00,PHP,IN1004,TYPE4
2338888777,2020-06-09,MOB,MOBILE,4818.50,PHP,IN1003,TYPE3
1879593954,2020-03-13,MOB,MOBILE,2571.75,PHP,IN1004,TYPE4
1188973834,2020-10-26,966,STORE,5042.25,PHP,IN1001,TYPE1
7937014440,2020-03-12,983,STORE,3697.50,PHP,IN1001,TYPE1
8106580676,2020-11-08,MOB,MOBILE,6730.00,PHP,IN1002,TYPE2
2783877514,2020-03-01,MOB,MOBILE,2912.25,PHP,IN1003,TYPE3
0622212819,2020-05-09,019,STORE,8427.75,PHP,IN1004,TYPE4
4175865438,2020-05-03,MOB,MOBILE,5661.00,PHP,IN1003,TYPE3
2658054402,2020-11-12,988,STORE,9760.25,PHP,IN1005,TYPE5
1127787557,2020-03-16,984,STORE,4103.00,PHP,IN1001,TYPE1
8011226464,2020-11-08,MOB,MOBILE,3870.75,PHP,IN1003,TYPE3
4858021604,2020-02-29,MOB,MOBILE,3903.75,PHP,IN1003,TYPE3
1770978847,2020-02-23,244,STORE,4231.00,PHP,IN1005,TYPE5
9437874892,2020-12-25,835,STORE,3389.25,PHP,IN1005,TYPE5
8603039723,2020-02-24,MOB,MOBILE,4963.00,PHP,IN1002,TYPE2
4641877395,2020-05-16,MOB,MOBILE,1178.50,PHP,IN1005,TYPE5
7006581382,2020-04-05,MOB,MOBILE,1525.00,PHP,IN1001,TYPE1
5093482948,2020-09-26,072,STORE,637.00,PHP,IN1001,TYPE1
5912014741,2020-12-20,MOB,MOBILE,9952.25,PHP,IN1004,TYPE4
4391611423,2020-10-02,MOB,MOBILE,8605.50,PHP,IN1004,TYPE4
8148458206,2020-05-08,MOB,MOBILE,2336.00,PHP,IN1004,TYPE4
9823802551,2020-07-14,MOB,MOBILE,3831.25,PHP,IN1004,TYPE4
7492028975,2020-12-23,018,STORE,8918.25,PHP,IN1003,TYPE3
0036180749,2020-07-24,918,STORE,7005.50,PHP,IN1001,TYPE1
7962589461,2020-11-24,MOB,MOBILE,7912.00,PHP,IN1003,TYPE3
1156924062,2020-07-08,MOB,MOBILE,8774.50,PHP,IN1002,TYPE2
7197780085,2020-11-15,236,STORE,9894.00,PHP,IN1004,TYPE4
7648998464,2020-05-21,MOB,MOBILE,7568.50,PHP,IN1005,TYPE5
4113048565,2020-10-04,MOB,MOBILE,9484.25,PHP,IN1001,TYPE1
0757584379,2020-12-15,305,STORE,663.50,PHP,IN1004,TYPE4
0854756553,2020-07-05,804,STORE,1241.25,PHP,IN1001,TYPE1
1359364124,2020-10-24,MOB,MOBILE,628.50,PHP,IN1002,TYPE2
0838305784,2020-02-19,MOB,MOBILE,2797.00,PHP,IN1005,TYPE5
7874469169,2020-09-28,691,STORE,519.50,PHP,IN1004,TYPE4
1188501146,2020-01-03,529,STORE,5991.75,PHP,IN1001,TYPE1
0512712439,2020-08-31,MOB,MOBILE,3973.50,PHP,IN1002,TYPE2
4627103682,2020-12-24,MOB,MOBILE,641.25,PHP,IN1003,TYPE3
7496705209,2020-09-12,MOB,MOBILE,5375.25,PHP,IN1001,TYPE1
4006826414,2020-02-29,346,STORE,7055.50,PHP,IN1003,TYPE3
4732167302,2020-10-03,244,STORE,6714.00,PHP,IN1004,TYPE4
5832584888,2020-10-17,MOB,MOBILE,3087.25,PHP,IN1004,TYPE4
3136259144,2020-07-08,310,STORE,8901.00,PHP,IN1002,TYPE2
4121684358,2020-12-11,202,STORE,768.50,PHP,IN1003,TYPE3
9476955509,2020-06-28,071,STORE,7618.50,PHP,IN1003,TYPE3
5952202239,2020-02-25,MOB,MOBILE,9440.00,PHP,IN1005,TYPE5
8596218666,2020-04-06,244,STORE,6226.00,PHP,IN1005,TYPE5
7011800288,2020-11-16,008,STORE,3556.50,PHP,IN1002,TYPE2
5247886238,2020-03-17,MOB,MOBILE,7531.50,PHP,IN1004,TYPE4
7153583809,2020-09-23,127,STORE,2059.75,PHP,IN1005,TYPE5
6218011692,2020-08-30,MOB,MOBILE,3119.00,PHP,IN1002,TYPE2
5307165769,2020-09-29,806,STORE,4951.00,PHP,IN1003,TYPE3
7620133346,2020-02-06,MOB,MOBILE,399.00,PHP,IN1002,TYPE2
8718146874,2020-05-21,MOB,MOBILE,5655.75,PHP,IN1002,TYPE2
1940266172,2020-02-23,MOB,MOBILE,725.00,PHP,IN1002,TYPE2
0981579196,2020-11-29,418,STORE,7955.75,PHP,IN1002,TYPE2
9396376753,2020-11-13,790,STORE,919.75,PHP,IN1003,TYPE3
7052015651,2020-05-30,506,STORE,925.75,PHP,IN1005,TYPE5
4118733711,2020-05-18,510,STORE,1237.50,PHP,IN1001,TYPE1
5690544746,2020-03-27,MOB,MOBILE,7887.00,PHP,IN1004,TYPE4
9815701209,2020-08-07,MOB,MOBILE,4037.25,PHP,IN1004,TYPE4
5813817829,2020-07-31,535,STORE,7174.00,PHP,IN1003,TYPE3
2822277531,2020-10-04,MOB,MOBILE,6072.00,PHP,IN1002,TYPE2
7484121032,2020-10-30,MOB,MOBILE,5650.00,PHP,IN1001,TYPE1
1320283558,2020-09-04,777,STORE,1824.25,PHP,IN1001,TYPE1
6219556905,2020-07-17,645,STORE,1101.00,PHP,IN1001,TYPE1
4275683975,2020-03-04,MOB,MOBILE,7552.75,PHP,IN1005,TYPE5
8068568520,2020-09-28,MOB,MOBILE,4930.25,PHP,IN1003,TYPE3
9482810572,2020-01-14,643,STORE,7588.50,PHP,IN1004,TYPE4
9568613016,2020-02-08,004,STORE,3666.00,PHP,IN1003,TYPE3
2447395702,2020-08-11,486,STORE,8254.00,PHP,IN1001,TYPE1
9589259405,2020-01-01,137,STORE,3281.25,PHP,IN1004,TYPE4
7557015760,2020-12-13,774,STORE,2346.25,PHP,IN1004,TYPE4
0706326778,2020-02-02,991,STORE,4458.25,PHP,IN1005,TYPE5
6070226953,2020-03-22,MOB,MOBILE,4231.75,PHP,IN1001,TYPE1
1513114716,2020-06-24,573,STORE,1621.25,PHP,IN1004,TYPE4
2338686695,2020-09-27,MOB,MOBILE,1166.50,PHP,IN1002,TYPE2
8128998375,2020-12-01,MOB,MOBILE,193.25,PHP,IN1003,TYPE3
6790392481,2020-07-23,MOB,MOBILE,1381.50,PHP,IN1005,TYPE5
1381964391,2020-05-22,MOB,MOBILE,8010.25,PHP,IN1001,TYPE1
9645579446,2020-07-04,MOB,MOBILE,4833.00,PHP,IN1001,TYPE1
8372832465,2020-07-11,MOB,MOBILE,5530.25,PHP,IN1003,TYPE3
6804219125,2020-12-31,302,STORE,4294.75,PHP,IN1001,TYPE1
2063625034,2020-09-14,413,STORE,4425.00,PHP,IN1003,TYPE3
3566399158,2020-08-05,MOB,MOBILE,9003.00,PHP,IN1004,TYPE4
6531205234,2020-07-07,MOB,MOBILE,7491.25,PHP,IN1001,TYPE1
5315646212,2020-05-24,MOB,MOBILE,5270.25,PHP,IN1001,TYPE1
3535551556,2020-04-19,MOB,MOBILE,8917.50,PHP,IN1002,TYPE2
1615642711,2020-12-31,MOB,MOBILE,7844.00,PHP,IN1005,TYPE5
4255015242,2020-12-11,MOB,MOBILE,9807.25,PHP,IN1001,TYPE1
4051438790,2020-10-15,618,STORE,2646.50,PHP,IN1005,TYPE5
2000121299,2020-04-13,770,STORE,5628.25,PHP,IN1004,TYPE4
2642900494,2020-08-20,MOB,MOBILE,2861.75,PHP,IN1002,TYPE2
6237946327,2020-07-08,MOB,MOBILE,636.50,PHP,IN1005,TYPE5
9659688472,2020-02-13,MOB,MOBILE,5930.75,PHP,IN1003,TYPE3
9468935376,2020-03-02,584,STORE,9371.25,PHP,IN1003,TYPE3
8970407347,2020-08-22,298,STORE,7401.50,PHP,IN1003,TYPE3
8961883714,2020-07-26,376,STORE,3416.00,PHP,IN1002,TYPE2
1357605311,2020-05-15,102,STORE,662.25,PHP,IN1003,TYPE3
7513358008,2020-03-11,339,STORE,1680.75,PHP,IN1003,TYPE3
1549293798,2020-07-05,307,STORE,4211.25,PHP,IN1001,TYPE1
2342139153,2020-04-14,345,STORE,3691.75,PHP,IN1001,TYPE1
5810936263,2020-05-10,MOB,MOBILE,9371.50,PHP,IN1003,TYPE3
8553025433,2020-05-22,518,STORE,4994.75,PHP,IN1004,TYPE4
6935747610,2020-05-31,937,STORE,1413.50,PHP,IN1003,TYPE3
6002745028,2020-03-08,836,STORE,4078.50,PHP,IN1005,TYPE5
5804731014,2020-12-15,MOB,MOBILE,9215.00,PHP,IN1005,TYPE5
7888820803,2020-06-01,158,STORE,2839.25,PHP,IN1004,TYPE4
3338234275,2020-07-14,899,STORE,2523.75,PHP,IN1005,TYPE5
9705070815,2020-01-09,MOB,MOBILE,76.25,PHP,IN1003,TYPE3
0510734803,2020-10-19,MOB,MOBILE,5272.50,PHP,IN1005,TYPE5
7727647697,2020-06-02,210,STORE,2827.25,PHP,IN1003,TYPE3
9266155348,2020-02-11,062,STORE,2643.00,PHP,IN1005,TYPE5
7783377896,2020-01-18,MOB,MOBILE,3048.50,PHP,IN1001,TYPE1
5241051257,2020-02-11,037,STORE,1401.00,PHP,IN1003,TYPE3
7754339431,2020-08-16,020,STORE,7170.75,PHP,IN1003,TYPE3
1425930033,2020-02-06,301,STORE,260.25,PHP,IN1004,TYPE4
6200964588,2020-09-14,910,STORE,9671.75,PHP,IN1001,TYPE1
8022322859,2020-01-21,MOB,MOBILE,4549.75,PHP,IN1001,TYPE1
2120762118,2020-09-18,MOB,MOBILE,2450.75,PHP,IN1005,TYPE5
3860809011,2020-01-17,MOB,MOBILE,859.50,PHP,IN1005,TYPE5
3285527725,2020-04-11,936,STORE,84.00,PHP,IN1001,TYPE1
1980157732,2020-05-07,728,STORE,4008.75,PHP,IN1004,TYPE4
6614922357,2020-04-12,MOB,MOBILE,2024.75,PHP,IN1002,TYPE2
5338295717,2020-11-15,723,STORE,4684.50,PHP,IN1005,TYPE5
7850881376,2020-11-16,MOB,MOBILE,4861.50,PHP,IN1001,TYPE1
4960589664,2020-02-28,MOB,MOBILE,8486.50,PHP,IN1004,TYPE4
4014410591,2020-02-19,496,STORE,4735.00,PHP,IN1003,TYPE3
8769659117,2020-08-14,335,STORE,2812.75,PHP,IN1003,TYPE3
7070507876,2020-01-06,220,STORE,3722.75,PHP,IN1004,TYPE4
0469704042,2020-10-17,MOB,MOBILE,7513.75,PHP,IN1003,TYPE3
7326625494,2020-06-15,MOB,MOBILE,1078.00,PHP,IN1004,TYPE4
3796166788,2020-03-11,MOB,MOBILE,9632.75,PHP,IN1005,TYPE5
5232684624,2020-01-31,MOB,MOBILE,9685.50,PHP,IN1003,TYPE3
4823246081,2020-01-28,592,STORE,6066.50,PHP,IN1002,TYPE2
9383713640,2020-09-27,099,STORE,9187.50,PHP,IN1003,TYPE3
1756239549,2020-12-16,281,STORE,4720.25,PHP,IN1002,TYPE2
8316935641,2020-03-13,MOB,MOBILE,2922.00,PHP,IN1004,TYPE4
9274763239,2020-07-27,MOB,MOBILE,1834.75,PHP,IN1004,TYPE4
7300383730,2020-02-14,MOB,MOBILE,9027.00,PHP,IN1005,TYPE5
3958873478,2020-08-30,207,STORE,2131.75,PHP,IN1002,TYPE2
8196943349,2020-07-24,074,STORE,9078.75,PHP,IN1005,TYPE5
0244977013,2020-11-20,MOB,MOBILE,8316.50,PHP,IN1002,TYPE2
4568533862,2020-12-03,MOB,MOBILE,1276.75,PHP,IN1001,TYPE1
7593284557,2020-10-12,149,STORE,997.25,PHP,IN1001,TYPE1
7832408871,2020-07-25,MOB,MOBILE,3639.50,PHP,IN1002,TYPE2
9756617349,2020-02-29,508,STORE,6872.00,PHP,IN1002,TYPE2
4165726028,2020-09-04,551,STORE,6674.50,PHP,IN1001,TYPE1
8419991536,2020-05-08,679,STORE,8023.50,PHP,IN1001,TYPE1
2482189034,2020-01-13,112,STORE,9833.00,PHP,IN1003,TYPE3
9752776707,2020-05-07,083,STORE,6854.75,PHP,IN1003,TYPE3
9096513899,2020-10-01,MOB,MOBILE,7817.00,PHP,IN1001,TYPE1
0041621823,2020-12-10,MOB,MOBILE,5067.25,PHP,IN1004,TYPE4
5171026036,2020-02-20,MOB,MOBILE,538.75,PHP,IN1005,TYPE5
3160883475,2020-03-04,166,STORE,5682.75,PHP,IN1004,TYPE4
0726992810,2020-05-21,901,STORE,9845.50,PHP,IN1005,TYPE5
2017408605,2020-08-23,185,STORE,8701.75,PHP,IN1003,TYPE3
4909115233,2020-09-04,593,STORE,193.25,PHP,IN1004,TYPE4
0778200768,2020-02-08,936,STORE,9907.50,PHP,IN1003,TYPE3
6943783452,2020-10-11,039,STORE,2732.75,PHP,IN1004,TYPE4
2364162005,2020-10-02,MOB,MOBILE,7721.25,PHP,IN1003,TYPE3
6217928122,2020-01-15,732,STORE,5589.75,PHP,IN1001,TYPE1
6444518714,2020-12-24,MOB,MOBILE,9172.25,PHP,IN1002,TYPE2
9484987336,2020-12-21,MOB,MOBILE,1514.00,PHP,IN1002,TYPE2
9910912036,2020-09-08,632,STORE,4200.25,PHP,IN1002,TYPE2
8415561142,2020-08-15,MOB,MOBILE,6069.75,PHP,IN1003,TYPE3
0222453579,2020-07-15,692,STORE,6829.75,PHP,IN1001,TYPE1
4934062187,2020-06-14,629,STORE,6698.25,PHP,IN1002,TYPE2
7025013227,2020-04-24,981,STORE,7997.00,PHP,IN1005,TYPE5
8523490772,2020-09-26,MOB,MOBILE,3206.00,PHP,IN1004,TYPE4
8778451678,2020-11-03,MOB,MOBILE,1070.75,PHP,IN1002,TYPE2
4435982300,2020-02-18,527,STORE,9561.75,PHP,IN1001,TYPE1
8408383926,2020-12-02,MOB,MOBILE,5199.50,PHP,IN1003,TYPE3
7418943887,2020-01-17,349,STORE,1035.25,PHP,IN1004,TYPE4
7249058116,2020-06-07,MOB,MOBILE,6211.75,PHP,IN1004,TYPE4
1560689292,2020-12-05,801,STORE,7100.00,PHP,IN1005,TYPE5
8058642461,2020-11-04,MOB,MOBILE,1313.50,PHP,IN1004,TYPE4
9410922012,2020-05-01,044,STORE,3160.25,PHP,IN1003,TYPE3
1172459451,2020-10-26,MOB,MOBILE,3474.75,PHP,IN1005,TYPE5
9648125322,2020-11-28,MOB,MOBILE,5736.00,PHP,IN1003,TYPE3
4045176447,2020-06-06,723,STORE,831.75,PHP,IN1001,TYPE1
1262285152,2020-04-13,MOB,MOBILE,6114.25,PHP,IN1002,TYPE2
1512896779,2020-05-22,MOB,MOBILE,6400.00,PHP,IN1004,TYPE4
2576446207,2020-03-04,MOB,MOBILE,9892.00,PHP,IN1005,TYPE5
0776049176,2020-09-01,MOB,MOBILE,5279.75,PHP,IN1001,TYPE1
4478924492,2020-02-11,411,STORE,4617.50,PHP,IN1003,TYPE3
8210623156,2020-12-15,844,STORE,4241.75,PHP,IN1002,TYPE2
2415635767,2020-04-17,MOB,MOBILE,9610.75,PHP,IN1003,TYPE3
1192667869,2020-06-12,555,STORE,4374.50,PHP,IN1005,TYPE5
0258627226,2020-06-04,492,STORE,4322.25,PHP,IN1002,TYPE2
4270040983,2020-03-09,726,STORE,5476.75,PHP,IN1003,TYPE3
9866997509,2020-03-28,429,STORE,7788.00,PHP,IN1002,TYPE2
2662987769,2020-08-19,MOB,MOBILE,1891.25,PHP,IN1002,TYPE2
2017216102,2020-09-03,MOB,MOBILE,8599.25,PHP,IN1005,TYPE5
2932592270,2020-04-14,531,STORE,4826.75,PHP,IN1001,TYPE1
2462940314,2020-09-17,MOB,MOBILE,719.50,PHP,IN1003,TYPE3
0140020439,2020-05-19,MOB,MOBILE,9420.75,PHP,IN1003,TYPE3
6254812215,2020-07-29,MOB,MOBILE,7325.50,PHP,IN1005,TYPE5
2958107415,2020-10-08,550,STORE,2100.75,PHP,IN1004,TYPE4
3240808565,2020-01-19,562,STORE,4354.00,PHP,IN1002,TYPE2
6244886753,2020-10-16,228,STORE,6398.50,PHP,IN1003,TYPE3
5535846531,2020-10-14,709,STORE,7898.50,PHP,IN1003,TYPE3
0356023321,2020-06-06,222,STORE,8358.25,PHP,IN1002,TYPE2
0768797312,2020-03-01,730,STORE,9651.50,PHP,IN1005,TYPE5
7515398070,2020-06-04,MOB,MOBILE,4599.00,PHP,IN1002,TYPE2
6945102686,2020-12-15,665,STORE,8487.75,PHP,IN1003,TYPE3
7219518894,2020-03-19,098,STORE,7318.50,PHP,IN1002,TYPE2
1400947854,2020-10-30,MOB,MOBILE,5873.25,PHP,IN1004,TYPE4
0755920021,2020-05-31,603,STORE,5026.25,PHP,IN1004,TYPE4
2888060312,2020-07-31,314,STORE,6173.75,PHP,IN1001,TYPE1
9094787856,2020-04-07,642,STORE,5527.00,PHP,IN1002,TYPE2
1149300053,2020-12-20,346,STORE,329.50,PHP,IN1004,TYPE4
3412488993,2020-04-25,MOB,MOBILE,9523.25,PHP,IN1005,TYPE5
2209470777,2020-06-09,MOB,MOBILE,3569.25,PHP,IN1001,TYPE1
6163845841,2020-08-10,572,STORE,1095.25,PHP,IN1002,TYPE2
1847576286,2020-01-18,333,STORE,1228.25,PHP,IN1004,TYPE4
7852415057,2020-12-02,MOB,MOBILE,3932.25,PHP,IN1001,TYPE1
4134220200,2020-08-10,MOB,MOBILE,3886.25,PHP,IN1002,TYPE2
9393344072,2020-12-26,097,STORE,3972.25,PHP,IN1001,TYPE1
2207681641,2020-09-17,MOB,MOBILE,9156.75,PHP,IN1002,TYPE2
1265829423,2020-02-29,395,STORE,3370.00,PHP,IN1003,TYPE3
5662808959,2020-10-27,067,STORE,619.75,PHP,IN1003,TYPE3
7233980017,2020-07-18,181,STORE,7023.25,PHP,IN1002,TYPE2
9495313391,2020-01-09,752,STORE,8423.50,PHP,IN1003,TYPE3
1716229980,2020-03-10,MOB,MOBILE,4869.75,PHP,IN1004,TYPE4
2456829791,2020-08-19,MOB,MOBILE,3377.00,PHP,IN1001,TYPE1
7639676408,2020-03-26,713,STORE,1149.25,PHP,IN1001,TYPE1
6618236252,2020-11-08,MOB,MOBILE,9023.75,PHP,IN1003,TYPE3
6446708776,2020-06-18,MOB,MOBILE,1860.25,PHP,IN1003,TYPE3
5787828062,2020-04-10,737,STORE,3023.25,PHP,IN1003,TYPE3
2180205356,2020-07-21,MOB,MOBILE,1936.75,PHP,IN1004,TYPE4
6491720707,2020-02-28,878,STORE,1459.00,PHP,IN1002,TYPE2
4105948989,2020-09-07,MOB,MOBILE,9921.75,PHP,IN1003,TYPE3
0989183267,2020-11-09,MOB,MOBILE,6676.75,PHP,IN1004,TYPE4
5971489499,2020-09-06,283,STORE,7423.25,PHP,IN1001,TYPE1
1127130084,2020-08-05,552,STORE,6789.50,PHP,IN1003,TYPE3
4415867110,2020-11-09,380,STORE,3606.75,PHP,IN1004,TYPE4
3615841202,2020-10-03,861,STORE,6591.25,PHP,IN1005,TYPE5
1151369438,2020-05-12,MOB,MOBILE,7977.50,PHP,IN1005,TYPE5
6394142740,2020-09-18,663,STORE,9972.50,PHP,IN1003,TYPE3
6474484606,2020-04-06,MOB,MOBILE,4464.75,PHP,IN1004,TYPE4
0264776997,2020-11-02,MOB,MOBILE,2930.75,PHP,IN1004,TYPE4
6425106732,2020-04-03,709,STORE,353.50,PHP,IN1002,TYPE2
9398182209,2020-06-20,MOB,MOBILE,2303.50,PHP,IN1005,TYPE5
8060204078,2020-05-15,MOB,MOBILE,465.25,PHP,IN1002,TYPE2
6538724152,2020-10-08,MOB,MOBILE,6066.25,PHP,IN1004,TYPE4
8253811052,2020-08-11,606,STORE,5039.75,PHP,IN1003,TYPE3
9481526135,2020-11-13,828,STORE,6891.75,PHP,IN1005,TYPE5
2537445096,2020-01-06,664,STORE,1634.25,PHP,IN1005,TYPE5
4927142947,2020-09-27,345,STORE,2198.50,PHP,IN1003,TYPE3
5565381594,2020-08-13,MOB,MOBILE,5944.75,PHP,IN1001,TYPE1
6820596108,2020-09-02,MOB,MOBILE,9529.50,PHP,IN1004,TYPE4
4849311288,2020-08-07,MOB,MOBILE,3499.75,PHP,IN1005,TYPE5
6819471767,2020-02-05,MOB,MOBILE,9405.75,PHP,IN1005,TYPE5
9475057771,2020-01-29,809,STORE,5737.00,PHP,IN1004,TYPE4
2381103578,2020-08-25,MOB,MOBILE,259.00,PHP,IN1004,TYPE4
2091185243,2020-11-24,MOB,MOBILE,8665.75,PHP,IN1004,TYPE4
5177992316,2020-07-17,780,STORE,3442.00,PHP,IN1004,TYPE4
9587997686,2020-10-04,326,STORE,6483.00,PHP,IN1001,TYPE1
8822010286,2020-09-19,MOB,MOBILE,7963.00,PHP,IN1004,TYPE4
8934365082,2020-01-26,MOB,MOBILE,8009.50,PHP,IN1001,TYPE1
5726802824,2020-10-22,MOB,MOBILE,1163.00,PHP,IN1003,TYPE3
7737530639,2020-09-25,529,STORE,156.25,PHP,IN1004,TYPE4
3048352179,2020-06-06,625,STORE,2967.50,PHP,IN1003,TYPE3
3835396892,2020-11-14,MOB,MOBILE,2609.25,PHP,IN1003,TYPE3
2554508245,2020-06-22,MOB,MOBILE,7050.75,PHP,IN1005,TYPE5
0783856237,2020-07-28,368,STORE,8633.75,PHP,IN1001,TYPE1
7341673106,2020-03-19,MOB,MOBILE,1155.00,PHP,IN1001,TYPE1
5374502622,2020-11-30,592,STORE,4862.00,PHP,IN1003,TYPE3
3154951874,2020-05-20,MOB,MOBILE,1989.25,PHP,IN1004,TYPE4
3760373076,2020-06-28,412,STORE,3765.25,PHP,IN1005,TYPE5
5624914765,2020-01-18,MOB,MOBILE,1644.00,PHP,IN1004,TYPE4
0678587594,2020-06-30,974,STORE,3589.25,PHP,IN1003,TYPE3
5872303510,2020-11-11,MOB,MOBILE,3427.00,PHP,IN1003,TYPE3
8496520633,2020-06-08,825,STORE,3750.00,PHP,IN1002,TYPE2
8495731434,2020-09-17,093,STORE,2826.00,PHP,IN1002,TYPE2
6810838541,2020-01-20,MOB,MOBILE,3990.75,PHP,IN1001,TYPE1
1203026370,2020-06-29,MOB,MOBILE,6791.00,PHP,IN1001,TYPE1
9252683055,2020-09-13,MOB,MOBILE,3857.75,PHP,IN1004,TYPE4
1823866597,2020-09-29,MOB,MOBILE,5090.50,PHP,IN1001,TYPE1
9120093132,2020-02-25,MOB,MOBILE,2689.25,PHP,IN1004,TYPE4
8837671238,2020-08-08,MOB,MOBILE,8617.75,PHP,IN1002,TYPE2
0990244317,2020-01-09,MOB,MOBILE,3594.75,PHP,IN1003,TYPE3
9538817394,2020-07-10,MOB,MOBILE,285.25,PHP,IN1004,TYPE4
2407488877,2020-09-01,MOB,MOBILE,2353.75,PHP,IN1005,TYPE5
5303678807,2020-07-19,803,STORE,5885.00,PHP,IN1001,TYPE1
0785052117,2020-10-12,670,STORE,3847.75,PHP,IN1002,TYPE2
4903664304,2020-12-03,450,STORE,7784.25,PHP,IN1005,TYPE5
3254820313,2020-11-14,MOB,MOBILE,3341.00,PHP,IN1005,TYPE5
8341350073,2020-09-29,MOB,MOBILE,9723.75,PHP,IN1002,TYPE2
5110862877,2020-08-30,MOB,MOBILE,7301.25,PHP,IN1003,TYPE3
3870276687,2020-04-25,MOB,MOBILE,9331.75,PHP,IN1003,TYPE3
3823745941,2020-11-09,431,STORE,2199.50,PHP,IN1001,TYPE1
8538224390,2020-05-20,MOB,MOBILE,7151.75,PHP,IN1005,TYPE5
2206567168,2020-04-24,MOB,MOBILE,9514.25,PHP,IN1003,TYPE3
3331417106,2020-08-14,MOB,MOBILE,9343.50,PHP,IN1001,TYPE1
5684063802,2020-06-21,825,STORE,7308.00,PHP,IN1004,TYPE4
0022995980,2020-10-26,538,STORE,3523.75,PHP,IN1001,TYPE1
2864265740,2020-04-27,MOB,MOBILE,6207.75,PHP,IN1003,TYPE3
2579322744,2020-07-10,MOB,MOBILE,8139.25,PHP,IN1003,TYPE3
3481566420,2020-03-15,141,STORE,3742.50,PHP,IN1001,TYPE1
4263242663,2020-02-26,190,STORE,4503.75,PHP,IN1003,TYPE3
2384970085,2020-05-20,625,STORE,8250.00,PHP,IN1004,TYPE4
4241771891,2020-08-29,887,STORE,9609.25,PHP,IN1002,TYPE2
0740625501,2020-01-23,MOB,MOBILE,8073.00,PHP,IN1002,TYPE2
2491170150,2020-04-15,MOB,MOBILE,679.75,PHP,IN1001,TYPE1
5482340387,2020-08-31,MOB,MOBILE,9505.00,PHP,IN1003,TYPE3
7843232566,2020-09-13,MOB,MOBILE,1346.50,PHP,IN1005,TYPE5
